State,Crop,Season,Year,Area,Production,Yield
Andaman and Nicobar Islands,Ginger,Rabi,2017-18,153.74,1821.06,11.845063093534538
Andaman and Nicobar Islands,Ginger,Rabi,2018-19,125.91000000000001,637.19,5.060678262250814
Andaman and Nicobar Islands,Ginger,Rabi,2019-20,121.6,607.21,4.993503289473685
Andaman and Nicobar Islands,Ginger,Whole Year,2000-01,388.0,1220.0,3.1443298969072164
Andaman and Nicobar Islands,Ginger,Whole Year,2001-02,390.0,1224.0,3.1384615384615384
Andaman and Nicobar Islands,Ginger,Whole Year,2002-03,399.3,1278.0,3.2006010518407213
Andaman and Nicobar Islands,Ginger,Whole Year,2003-04,508.0,1625.6,3.1999999999999997
Andaman and Nicobar Islands,Ginger,Whole Year,2004-05,528.0,1828.0,3.462121212121212
Andaman and Nicobar Islands,Ginger,Whole Year,2005-06,200.0,1800.0,9.0
Andaman and Nicobar Islands,Ginger,Whole Year,2006-07,205.56,1850.0,8.999805409612765
Andaman and Nicobar Islands,Groundnut,Rabi,2007-08,32.5,28.12,0.8652307692307692
Andaman and Nicobar Islands,Groundnut,Rabi,2010-11,20.25,14.399999999999999,0.711111111111111
Andaman and Nicobar Islands,Groundnut,Rabi,2011-12,20.299999999999997,16.0,0.788177339901478
Andaman and Nicobar Islands,Groundnut,Rabi,2012-13,30.0,27.0,0.9
Andaman and Nicobar Islands,Groundnut,Rabi,2013-14,1.7,1.4,0.8235294117647058
Andaman and Nicobar Islands,Groundnut,Rabi,2014-15,4.5,3.0,0.6666666666666666
Andaman and Nicobar Islands,Groundnut,Rabi,2015-16,1.2,0.6,0.5
Andaman and Nicobar Islands,Groundnut,Rabi,2016-17,0.5,0.75,1.5
Andaman and Nicobar Islands,Groundnut,Rabi,2018-19,2.0,1.2,0.6
Andaman and Nicobar Islands,Groundnut,Rabi,2019-20,3.0,1.7,0.5666666666666667
Andaman and Nicobar Islands,Groundnut,Summer,2008-09,30.0,16.0,0.5333333333333333
Andaman and Nicobar Islands,Groundnut,Summer,2009-10,13.0,16.0,1.2307692307692308
Andaman and Nicobar Islands,Maize,Rabi,2007-08,230.81,879.36,3.8098869199774708
Andaman and Nicobar Islands,Maize,Rabi,2010-11,163.54000000000002,367.62,2.2478904243610125
Andaman and Nicobar Islands,Maize,Rabi,2011-12,162.5,340.2,2.0935384615384613
Andaman and Nicobar Islands,Maize,Rabi,2012-13,115.5,215.2,1.863203463203463
Andaman and Nicobar Islands,Maize,Rabi,2013-14,130.10000000000002,292.7,2.249807840122982
Andaman and Nicobar Islands,Maize,Rabi,2014-15,167.1,603.0,3.6086175942549374
Andaman and Nicobar Islands,Maize,Rabi,2015-16,120.5,352.0,2.921161825726141
Andaman and Nicobar Islands,Maize,Rabi,2016-17,103.5,216.32,2.090048309178744
Andaman and Nicobar Islands,Maize,Rabi,2017-18,43.620000000000005,37.58,0.8615314076111874
Andaman and Nicobar Islands,Maize,Rabi,2018-19,32.43,48.96,1.5097132284921368
Andaman and Nicobar Islands,Maize,Rabi,2019-20,20.59,57.0,2.768334142787761
Andaman and Nicobar Islands,Maize,Summer,2008-09,239.0,641.0,2.6820083682008367
Andaman and Nicobar Islands,Maize,Summer,2009-10,163.0,405.0,2.4846625766871164
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2007-08,740.93,449.91,0.6072233544329425
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2010-11,1200.0,575.5,0.4795833333333333
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2011-12,850.4,505.9,0.5948965192850423
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2012-13,583.5,275.90000000000003,0.47283633247643536
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2013-14,319.2,138.9,0.4351503759398497
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2014-15,910.0,455.5,0.5005494505494505
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2015-16,892.5000000000001,545.1,0.6107563025210083
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2016-17,765.9000000000001,222.74999999999997,0.29083431257344294
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2017-18,194.0,60.55,0.31211340206185567
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2018-19,99.8,20.96,0.21002004008016034
Andaman and Nicobar Islands,Moong(Green Gram),Rabi,2019-20,363.52000000000004,217.15,0.597353653169014
Andaman and Nicobar Islands,Moong(Green Gram),Summer,2008-09,813.0,422.0,0.5190651906519065
Andaman and Nicobar Islands,Moong(Green Gram),Summer,2009-10,1380.0,890.0,0.644927536231884
Andaman and Nicobar Islands,Oilseeds total,Whole Year,2011-12,91.5,46.5,0.5081967213114754
Andaman and Nicobar Islands,Oilseeds total,Whole Year,2012-13,108.80000000000001,51.900000000000006,0.47702205882352944
Andaman and Nicobar Islands,Oilseeds total,Whole Year,2013-14,40.400000000000006,14.23,0.3522277227722772
Andaman and Nicobar Islands,Oilseeds total,Whole Year,2014-15,36.0,15.0,0.4166666666666667
Andaman and Nicobar Islands,Other Kharif pulses,Kharif,2000-01,670.0,449.0,0.6701492537313433
Andaman and Nicobar Islands,Other Kharif pulses,Kharif,2001-02,420.0,200.0,0.47619047619047616
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2007-08,19.0,8.57,0.45105263157894737
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2011-12,21.3,5.5,0.25821596244131456
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2012-13,18.3,5.0,0.27322404371584696
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2013-14,9.2,6.5,0.7065217391304348
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2014-15,8.5,4.7,0.5529411764705883
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2015-16,5.3,1.4,0.2641509433962264
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2016-17,4.5,1.1600000000000001,0.25777777777777783
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2017-18,0.11,0.26,2.3636363636363638
Andaman and Nicobar Islands,Rapeseed &Mustard,Rabi,2018-19,0.3,1.2,4.0
Andaman and Nicobar Islands,Rapeseed &Mustard,Summer,2008-09,11.0,6.0,0.5454545454545454
Andaman and Nicobar Islands,Rapeseed &Mustard,Summer,2009-10,31.0,11.0,0.3548387096774194
Andaman and Nicobar Islands,Rice,Autumn,2008-09,7900.0,14730.0,1.8645569620253164
Andaman and Nicobar Islands,Rice,Autumn,2009-10,8140.0,16600.0,2.039312039312039
Andaman and Nicobar Islands,Rice,Autumn,2010-11,8390.0,23916.0,2.8505363528009533
Andaman and Nicobar Islands,Rice,Autumn,2011-12,8100.0,15984.0,1.9733333333333334
Andaman and Nicobar Islands,Rice,Autumn,2012-13,7850.0,14333.4,1.8259108280254777
Andaman and Nicobar Islands,Rice,Autumn,2013-14,8005.2,16245.5,2.0293684105331535
Andaman and Nicobar Islands,Rice,Autumn,2014-15,6434.6,13119.3,2.038867994902558
Andaman and Nicobar Islands,Rice,Autumn,2015-16,6100.0,13678.0,2.242295081967213
Andaman and Nicobar Islands,Rice,Autumn,2016-17,4876.47,12593.720000000001,2.5825484418031897
Andaman and Nicobar Islands,Rice,Autumn,2017-18,5340.55,11230.140000000001,2.10280589077904
Andaman and Nicobar Islands,Rice,Autumn,2018-19,5391.110000000001,11440.36,2.122078755580947
Andaman and Nicobar Islands,Rice,Autumn,2019-20,5701.120000000001,17981.25,3.153985532667265
Andaman and Nicobar Islands,Rice,Kharif,2000-01,10881.0,32184.0,2.957816377171216
Andaman and Nicobar Islands,Rice,Kharif,2001-02,9801.0,27333.0,2.7887970615243343
Andaman and Nicobar Islands,Rice,Kharif,2002-03,10885.0,32111.66,2.9500836012861735
Andaman and Nicobar Islands,Rice,Kharif,2003-04,10561.37,30850.868,2.9211047430399653
Andaman and Nicobar Islands,Rice,Kharif,2004-05,10734.92,29192.23,2.71937098739441
Andaman and Nicobar Islands,Rice,Kharif,2005-06,8685.47,25883.04,2.980039076756929
Andaman and Nicobar Islands,Rice,Kharif,2006-07,7776.17,21535.26,2.769391615666838
Andaman and Nicobar Islands,Rice,Kharif,2007-08,7333.75,21864.4,2.9813396966081473
Andaman and Nicobar Islands,Safflower,Summer,2009-10,2.0,1.0,0.5
Andaman and Nicobar Islands,Sesamum,Rabi,2007-08,32.6,31.91,0.9788343558282209
Andaman and Nicobar Islands,Sesamum,Rabi,2016-17,4.0,1.05,0.2625
Andaman and Nicobar Islands,Sesamum,Rabi,2017-18,0.23,0.27,1.173913043478261
Andaman and Nicobar Islands,Sesamum,Rabi,2018-19,1.2,0.3,0.25
Andaman and Nicobar Islands,Sesamum,Rabi,2019-20,0.5,0.3,0.6
Andaman and Nicobar Islands,Sesamum,Summer,2008-09,49.0,30.0,0.6122448979591837
Andaman and Nicobar Islands,Sesamum,Summer,2009-10,64.0,40.0,0.625
Andaman and Nicobar Islands,Sesamum,Summer,2011-12,50.0,25.0,0.5
Andaman and Nicobar Islands,Sesamum,Summer,2012-13,60.5,19.9,0.32892561983471075
Andaman and Nicobar Islands,Sesamum,Summer,2013-14,29.5,6.3,0.2135593220338983
Andaman and Nicobar Islands,Sesamum,Summer,2014-15,23.0,7.3,0.3173913043478261
Andaman and Nicobar Islands,Sesamum,Summer,2015-16,35.0,6.7,0.19142857142857142
Andaman and Nicobar Islands,Sugarcane,Autumn,2008-09,117.0,2260.0,19.316239316239315
Andaman and Nicobar Islands,Sugarcane,Autumn,2009-10,113.0,1610.0,14.247787610619469
Andaman and Nicobar Islands,Sugarcane,Autumn,2010-11,154.23000000000002,1332.95,8.642611683848797
Andaman and Nicobar Islands,Sugarcane,Autumn,2011-12,171.3,2464.5,14.387040280210156
Andaman and Nicobar Islands,Sugarcane,Autumn,2012-13,274.5,5883.4,21.433151183970853
Andaman and Nicobar Islands,Sugarcane,Autumn,2013-14,269.5,7136.0,26.478664192949907
Andaman and Nicobar Islands,Sugarcane,Autumn,2014-15,190.0,3955.0,20.81578947368421
Andaman and Nicobar Islands,Sugarcane,Autumn,2015-16,109.3,2350.0,21.50045745654163
Andaman and Nicobar Islands,Sugarcane,Autumn,2016-17,121.33000000000001,1543.6399999999999,12.722657215857577
Andaman and Nicobar Islands,Sugarcane,Autumn,2017-18,110.52,388.7,3.5170104958378574
Andaman and Nicobar Islands,Sugarcane,Autumn,2018-19,116.38,656.6800000000001,5.642550266368793
Andaman and Nicobar Islands,Sugarcane,Autumn,2019-20,88.46000000000001,829.64,9.378702238299795
Andaman and Nicobar Islands,Sugarcane,Kharif,2007-08,106.5,2129.0,19.990610328638496
Andaman and Nicobar Islands,Sugarcane,Rabi,2007-08,70.93,1419.0,20.005639362752007
Andaman and Nicobar Islands,Sugarcane,Summer,2008-09,39.0,760.0,19.487179487179485
Andaman and Nicobar Islands,Sugarcane,Summer,2009-10,28.0,397.0,14.178571428571429
Andaman and Nicobar Islands,Sugarcane,Whole Year,2000-01,142.0,3738.0,26.323943661971832
Andaman and Nicobar Islands,Sugarcane,Whole Year,2001-02,82.0,2380.0,29.024390243902438
Andaman and Nicobar Islands,Sugarcane,Whole Year,2002-03,460.0,13800.0,30.0
Andaman and Nicobar Islands,Sugarcane,Whole Year,2003-04,268.0,2879.52,10.7444776119403
Andaman and Nicobar Islands,Sugarcane,Whole Year,2004-05,145.26,1560.0,10.739363899215201
Andaman and Nicobar Islands,Sugarcane,Whole Year,2005-06,128.02,2448.2,19.123574441493513
Andaman and Nicobar Islands,Sugarcane,Whole Year,2006-07,125.0,2500.0,20.0
Andaman and Nicobar Islands,Sunflower,Rabi,2007-08,3.83,3.66,0.9556135770234987
Andaman and Nicobar Islands,Sunflower,Rabi,2010-11,3.9,2.4,0.6153846153846154
Andaman and Nicobar Islands,Sunflower,Rabi,2015-16,0.5,0.2,0.4
Andaman and Nicobar Islands,Sunflower,Rabi,2016-17,0.5,0.4,0.8
Andaman and Nicobar Islands,Sunflower,Rabi,2018-19,0.2,0.6,2.9999999999999996
Andaman and Nicobar Islands,Sunflower,Summer,2008-09,12.0,13.0,1.0833333333333333
Andaman and Nicobar Islands,Sweet potato,Autumn,2009-10,65.0,360.0,5.538461538461538
Andaman and Nicobar Islands,Sweet potato,Rabi,2007-08,120.13,708.23,5.895529842670441
Andaman and Nicobar Islands,Sweet potato,Rabi,2010-11,163.0,923.0,5.662576687116564
Andaman and Nicobar Islands,Sweet potato,Rabi,2011-12,150.0,845.0,5.633333333333334
Andaman and Nicobar Islands,Sweet potato,Rabi,2012-13,145.0,850.0,5.862068965517241
Andaman and Nicobar Islands,Sweet potato,Rabi,2013-14,168.4,2693.2,15.992874109263656
Andaman and Nicobar Islands,Sweet potato,Rabi,2014-15,149.0,2662.0,17.86577181208054
Andaman and Nicobar Islands,Sweet potato,Rabi,2015-16,83.5,760.0,9.10179640718563
Andaman and Nicobar Islands,Sweet potato,Rabi,2016-17,67.0,853.0,12.73134328358209
Andaman and Nicobar Islands,Sweet potato,Rabi,2017-18,44.66,1340.73,30.02082400358263
Andaman and Nicobar Islands,Sweet potato,Rabi,2018-19,34.010000000000005,481.53000000000003,14.158482799176712
Andaman and Nicobar Islands,Sweet potato,Rabi,2019-20,41.3,649.54,15.727360774818402
Andaman and Nicobar Islands,Sweet potato,Summer,2008-09,119.0,711.0,5.974789915966387
Andaman and Nicobar Islands,Sweet potato,Summer,2009-10,97.0,552.0,5.690721649484536
Andaman and Nicobar Islands,Sweet potato,Whole Year,2000-01,83.0,858.0,10.337349397590362
Andaman and Nicobar Islands,Sweet potato,Whole Year,2001-02,111.0,38.0,0.34234234234234234
Andaman and Nicobar Islands,Sweet potato,Whole Year,2005-06,131.9,700.35,5.309704321455648
Andaman and Nicobar Islands,Sweet potato,Whole Year,2006-07,78.4,546.0,6.9642857142857135
Andaman and Nicobar Islands,Tapioca,Autumn,2009-10,108.0,848.0,7.851851851851852
Andaman and Nicobar Islands,Tapioca,Rabi,2007-08,225.95,1346.78,5.960522239433503
Andaman and Nicobar Islands,Tapioca,Summer,2008-09,221.0,2113.0,9.561085972850679
Andaman and Nicobar Islands,Tapioca,Summer,2009-10,162.0,1272.0,7.851851851851852
Andaman and Nicobar Islands,Tapioca,Whole Year,2000-01,200.0,2277.0,11.385
Andaman and Nicobar Islands,Tapioca,Whole Year,2005-06,254.5,1480.0,5.81532416502947
Andaman and Nicobar Islands,Tapioca,Whole Year,2006-07,347.03,2030.0,5.849638359795984
Andaman and Nicobar Islands,Tapioca,Whole Year,2010-11,278.0,2150.0,7.733812949640288
Andaman and Nicobar Islands,Tapioca,Whole Year,2011-12,265.0,2045.5,7.718867924528302
Andaman and Nicobar Islands,Tapioca,Whole Year,2012-13,270.0,2120.0,7.851851851851852
Andaman and Nicobar Islands,Tapioca,Whole Year,2013-14,239.2,4246.6,17.753344481605353
Andaman and Nicobar Islands,Tapioca,Whole Year,2014-15,212.3,3265.0,15.37918040508714
Andaman and Nicobar Islands,Tapioca,Whole Year,2015-16,107.5,2070.0,19.25581395348837
Andaman and Nicobar Islands,Tapioca,Whole Year,2016-17,133.0,2069.0,15.556390977443609
Andaman and Nicobar Islands,Tapioca,Whole Year,2017-18,113.19999999999999,1355.54,11.974734982332157
Andaman and Nicobar Islands,Tapioca,Whole Year,2018-19,90.17999999999999,1325.58,14.699268130405855
Andaman and Nicobar Islands,Tapioca,Whole Year,2019-20,102.48,1161.0500000000002,11.329527712724435
Andaman and Nicobar Islands,Turmeric,Rabi,2007-08,80.5,474.15,5.890062111801242
Andaman and Nicobar Islands,Turmeric,Rabi,2010-11,80.0,482.0,6.025
Andaman and Nicobar Islands,Turmeric,Rabi,2011-12,80.1,485.09999999999997,6.056179775280899
Andaman and Nicobar Islands,Turmeric,Rabi,2012-13,78.0,470.0,6.0256410256410255
Andaman and Nicobar Islands,Turmeric,Rabi,2013-14,80.5,575.71,7.151677018633541
Andaman and Nicobar Islands,Turmeric,Rabi,2014-15,112.6,892.7,7.928063943161635
Andaman and Nicobar Islands,Turmeric,Rabi,2015-16,108.5,1024.0,9.43778801843318
Andaman and Nicobar Islands,Turmeric,Rabi,2016-17,113.51,1325.1599999999999,11.674389921592809
Andaman and Nicobar Islands,Turmeric,Rabi,2017-18,102.55000000000001,906.01,8.834812286689418
Andaman and Nicobar Islands,Turmeric,Rabi,2018-19,71.31,313.38,4.394615061001262
Andaman and Nicobar Islands,Turmeric,Rabi,2019-20,71.19,204.4,2.8711897738446415
Andaman and Nicobar Islands,Turmeric,Summer,2008-09,82.0,381.0,4.646341463414634
Andaman and Nicobar Islands,Turmeric,Summer,2009-10,84.0,384.0,4.571428571428571
Andaman and Nicobar Islands,Turmeric,Whole Year,2005-06,91.7,642.0,7.001090512540894
Andaman and Nicobar Islands,Turmeric,Whole Year,2006-07,80.5,469.03,5.826459627329192
Andaman and Nicobar Islands,Urad,Rabi,2007-08,1328.41,790.93,0.5953959997289993
Andaman and Nicobar Islands,Urad,Rabi,2010-11,1095.0,475.00000000000006,0.4337899543378996
Andaman and Nicobar Islands,Urad,Rabi,2011-12,744.9,410.90000000000003,0.551617666800913
Andaman and Nicobar Islands,Urad,Rabi,2012-13,681.4,355.6,0.5218667449368947
